화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female,lat,lon
엘포트몰,경기도 수원시 영통구 광교중앙로 145(이의동),Y,08:00~23:00,2,2,37.2870478,127.057739
에덴메디여성병원,"경기도 수원시 권선구 동수원로 220, 에덴메디빌 (권선동)",N,09:00~18:00,1,1,37.2493037,127.0340199
어울림,경기도 수원시 권선구 금곡로 236(금곡동),Y,00:00~00:00,1,1,37.2743368,126.9553007
어번레비,경기도 수원시 영통구 광교호수로 127(하동),N,00:00~00:00,1,1,37.2818116,127.0664223
앨리웨이광교,경기도 수원시 영통구 광교호수로 80(원천동),N,08:00~23:00,11,12,37.276353,127.0527905
아브뉴프랑 광교점,경기도 수원시 영통구 센트럴타운로 85(이의동),N,11:00~21:00,5,4,37.2906725,127.0505156
아낌없이주는나무,경기도 수원시 팔달구 우만동 487,Y,00:00~00:00,0,1,37.2871631,127.0282286
블루테라스빌딩,경기도 수원시 권선구 호매실로90번길 116 (호매실동),N,00:00~00:00,1,1,37.2601052,126.9627841
모던타운,경기도 수원시 영통구 봉영로 1605(영통동),Y,00:00~00:00,1,1,37.2545286,127.0734498
메가타워,경기도 수원시 장안구 금당로10번길 63(조원동),Y,00:00~00:00,1,1,37.302162,127.0162055
메가스터디학원,경기도 수원시 권선구 권광로 86 (권선동),Y,13시간,1,1,37.2554412,127.0297347
망포1동행정복지센터,경기도 수원시 영통구 영통로90번길 4-16(망포동),Y,평일 09:00~18:00,1,1,37.2378466,127.0608362
딜라이트타워,경기도 수원시 권선구 금곡로 213 (금곡동),Y,00:00~00:00,1,1,37.274852,126.9536443
드림피아빌딩,경기도 수원시 영통구 봉영로 1623(영통동),Y,00:00~00:00,1,1,37.2559356,127.0746961
뉴 월드프라자,경기도 수원시 영통구 봉영로 1569(영통동),N,00:00~00:00,0,2,37.252069,127.0710076
광교힐스테이트레이크 상가,경기도 수원시 영통구 센트럴파크로 33(하동),Y,00:00~00:00,1,1,37.288708,127.0622364
아가위,경기도 수원시 권선구 당진로 32번길65(당수동),Y,07:00~21:00,1,0,37.2914678,126.9440706
씽씽,경기도 수원시 권선구 고색동 1192번지,Y,00:00~00:00,1,1,37.2568285,126.9887784
신동수변,경기도 수원시 영통구 덕영대로1373번길 66 (신동),Y,00:00~00:00,1,1,37.2481572,127.0413221
신대호수,경기도 수원시 영통구 영통구 광교호수로 127(하동),N,00:00~00:00,1,1,37.2818116,127.0664223
시원이네,경기도 수원시 팔달구 권광로 293(인계동),Y,06:00~22:00,1,1,37.2739149,127.0348803
쉼터,경기도 수원시 장안구 경수대로1283(이목동),Y,00:00~00:00,1,1,37.3186343,126.9781339
숙지,경기도 수원시 팔달구 화양로68번길 7-40(화서동),Y,00:00~00:00,1,1,37.2853788,126.9978328
수원화성박물관(1층 좌측),"경기도 수원시 팔달구 창룡대로 21, 수원화성박물관 (매향동)",Y,09:00~18:00,1,1,37.2826917,127.018956
수원컨벤션센터,경기도 수원시 영통구 광교중앙로 140(하동),Y,07:00~23:00,13,13,37.2858096,127.0595361
수원출입국·외국인청,경기도 수원시 영통구 반달로39(영통동),N,09:00~18:00(공휴일 제외),1,1,37.2509746,127.0767517
수원중부경찰서 본관 1층,경기도 수원시 장안구 정자천로 199(정자동),Y,00:00~00:00,1,1,37.2978651,126.9966326
수원중부경찰서 별관 1층,경기도 수원시 장안구 정자천로 199(정자동),N,00:00~00:00,1,1,37.2978651,126.9966326
수원종합공구단지,경기도 수원시 권선로 308-18(고색동),N,00:00~00:00,27,0,37.2481552,126.9860047
수원역환승센터,경기도 수원시 권선구 세화로 136(서둔동),N,00:00~00:00,1,1,37.2656368,126.9987269
수원역 지하2층 서편,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",N,05:00~23:30,1,1,37.2661683,126.9998913
광교서희스타힐스,경기도 수원시 영통구 센트럴타운로 111(이의동),N,00:00~00:00,0,1,37.2925266,127.0491629
골든스퀘어,경기도 수원시 영통구 영통로 195(망포동),N,18시간,2,0,37.2402889,127.0520174
경기도 새마을회,경기도 팔달구 효원로 295(인계동),N,18시간,1,1,37.2615853,127.0341206
W타워,경기도 영통구 센트럴타운로 103(이의동),N,18시간,2,2,37.2921525,127.0496519
영흥수목원 전시온실,경기도 수원시 영통구 영통로 435,Y,09:00~17:00,1,1,37.2510646,127.0653674
영흥수목원 야외,경기도 수원시 영통구 영통로 435,Y,09:00~17:00,1,1,37.2510646,127.0653674
일월수목원전시온실,경기도 수원시 장안구 일월로 61,Y,09:00~17:00,1,1,37.2895252,126.9759678
수원역 지하1층 중앙,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",Y,05:00~23:30,1,1,37.2661683,126.9998913
수원역 지하1층 동편,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",N,05:00~23:30,1,1,37.2661683,126.9998913
수원역 2층 서편,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",Y,05:00~23:30,1,1,37.2661683,126.9998913
수원역 2층 동편,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",N,05:00~23:30,1,1,37.2661683,126.9998913
수원시청역 화장실,경기도 수원시 권선구 효원로 지하270(인계동),N,20시간,1,1,37.2671744,127.0196053
수원시청 본관,경기도 수원시 팔달구 효원로 241,N,09:00~18:00,3,2,37.2634485,127.0286427
수원시청 별관,경기도 수원시 팔달구 효원로 241,N,09:00~18:00,5,4,37.2634485,127.0286427
수원시장애인종합복지관 1층,경기도 수원시 영통구 창룡대로 255(이의동),Y,10시간,2,5,37.2957912,127.03623
수원시민회관,경기도 수원시 팔달구 팔달산로 28(매산로3가),N,09:00~18:00,1,4,37.27347719999999,127.0112469
수원시립아이파크미술관(1층),경기도 수원시 팔달구 정조로 833(신풍동),Y,10:00~18:00,1,1,37.283529,127.0128335
수원시농업기술센터,경기도 수원시 권선구 온정로 45 (오목천동),N,09:00~18:00,1,1,37.2500209,126.9633145
수원시가족여성회관,경기도 수원시 팔달구 매산로 119(교동),Y,09:00~22:00,0,1,37.2727407,127.0157129
수원세무서,"경기도 수원시 팔달구 매산로 61, 수원세무서 (매산로3가)",Y,09:00~18:00,1,1,37.26965490000001,127.0077805
수원병원장례식지하1층중앙,"경기도 수원시 장안구 수성로245번길 69, 경기도립수원의료원 (정자동)",N,00:00~24:00,1,1,37.29163339999999,126.996013
수원병원본관2층북쪽,"경기도 수원시 장안구 수성로245번길 69, 경기도립수원의료원 (정자동)",N,09:00~18:00,1,1,37.29163339999999,126.996013
수원병원본관1층북쪽,"경기도 수원시 장안구 수성로245번길 69, 경기도립수원의료원 (정자동)",N,09:00~18:00,1,1,37.29163339999999,126.996013
수원박물관,"경기도 수원시 영통구 창룡대로 265, 수원박물관 (이의동)",Y,09:00~18:00,1,1,37.2975479,127.0353154
수원남부경찰서,경기도 수원시 영통구 매봉로 52(매탄동),N,00:00~00:00,1,0,37.2721244,127.0540698
수원SK아트리움,경기도 수원시 장안구 이목로 24-25 수원SK아트리움(정자동),Y,평일 09:00~18:00,2,2,37.309587,126.9864859
수롱이,경기도 수원시 장안구 만석로65(정자동),Y,00:00~00:00,1,1,37.2987857,126.9894028
송죽동행정복지센터,경기도 수원시 장안구 경기도 수원시 장안구 송원로41번길 16-21(송죽동),N,평일 09:00~18:00,1,0,37.3002278,127.0067743
솟대,경기도 수원시 장안구 천천동 483-6,Y,00:00~00:00,1,1,37.3031216,126.9829024
솔숲(매탄공원),경기도 수원시 영통구 매탄로 185(매탄동),Y,00:00~00:00,1,0,37.2682208,127.0454117
솔대,경기도 수원시 권선구 오목천로152번길 29(고색동),Y,06:00-22:00,1,0,37.2436734,126.9781931
세류지구대,경기도 수원시 권선구 정조로 370(세류동),N,00:00~00:00,1,0,37.2427287,127.0152902
세류3동행정복지센터,경기도 수원시 권선구 정조로 557(세류동),Y,평일 09:00~18:00,1,1,37.2591802,127.0120125
세류2동행정복지센터,경기도 수원시 권선구 덕영대로 1107(세류동),N,평일 09:00~18:00,0,1,37.2539394,127.017387
세류1동행정복지센터,경기도 수원시 권선구 세류로38번길 10(세류동),Y,평일 09:00~18:00,0,1,37.2622268,127.0080804
성죽,경기도 수원시 영통구 이의동 1213,N,00:00~00:00,1,1,37.309473,127.0475052
성균관대역,"경기도 수원시 장안구 서부로 2149, 성대역사 (율전동)",Y,20시간,1,1,37.299768,126.9747107
선주리들,경기도 수원시 영통구 매탄동 1350,Y,06:00~22:00,1,1,37.2527374,127.0422459
서호잔디광장,경기도 수원시 권선구 서둔동 250-3,Y,00:00~00:00,0,1,37.2764541,126.9843213
서호노인복지관 3층,경기도 수원시 권선구 구운로 4번길 34(구운동),N,09:00~18:00,1,1,37.2787084,126.9760411
서호노인복지관 2층,경기도 수원시 권선구 구운로 4번길 34(구운동),N,09:00~18:00,1,1,37.2787084,126.9760411
서호노인복지관 1층,경기도 수원시 권선구 구운로 4번길 34(구운동),N,09:00~18:00,1,1,37.2787084,126.9760411
서수원터미널,경기도 수원시 권선구 수인로 291(구운동),N,05:00~23:30,1,1,37.2764018,126.969842
서수원도서관,경기도수원시 권선구 탑동로 57번길 35(탑동),N,"평일 09:00 - 22:00, 주말 09:00 - 17:00",4,4,37.2731141,126.9713348
서둔동행정복지센터,경기도 수원시 권선구 서호로 146(서둔동),Y,평일 09:00~18:00,1,0,37.2724064,126.9860029
상수도사업소 청사(1층),경기도 수원시 장안구 광교산로119(하광교동),N,09:00~18:00,1,1,37.3183416,127.0185624
산아래,경기도 수원시 팔달구 팔달산로 131(화서1동),N,00:00~00:00,1,0,37.2803337,127.0079501
산남지구대,경기도 수원시 영통구 매영로 93-18(매탄동),N,00:00~00:00,1,1,37.2686813,127.0530505
사색,경기도 수원시 영통구 원천동 255,Y,06:00~22:00,1,1,37.2658363,127.0631759
북수원 패션아울렛,경기도 수원시 장안구 경수대로 950(조원동),Y,10:00~22:00,9,9,37.3040211,127.015092
봉화대,경기도 수원시 팔달구 창룡대로104번길158(남수동),N,00:00~00:00,1,1,37.281567,127.0208708
버드내도서관 3층,경기도 수원시 권선구 세권로 94번길 29(세류동),Y,"평일 7:00~23:00, 주말 7:00~21:00",1,1,37.25683679999999,127.0150141
버드내도서관 2층,경기도 수원시 권선구 세권로 94번길 29(세류동),Y,"평일 7:00~23:00, 주말 7:00~21:00",1,1,37.25683679999999,127.0150141
버드내도서관 1층,경기도 수원시 권선구 세권로 94번길 29(세류동),Y,"평일 7:00~23:00, 주말 7:00~21:00",1,1,37.25683679999999,127.0150141
버드내노인복지관 지하1층 중앙,경기도 수원시 권선구 권선로564번길 36(세류동),Y,09:00~18:00,1,1,37.2611232,127.0119515
버드내노인복지관 4층,경기도 수원시 권선구 권선로564번길 36(세류동),N,09:00~18:00,1,1,37.2611232,127.0119515
버드내노인복지관 3층,경기도 수원시 권선구 권선로564번길 36(세류동),Y,09:00~18:00,1,1,37.2611232,127.0119515
버드내노인복지관 2층,경기도 수원시 권선구 권선로564번길 36(세류동),Y,09:00~18:00,1,1,37.2611232,127.0119515
버드내노인복지관 1층,경기도 수원시 권선구 권선로564번길 36(세류동),Y,09:00~18:00,1,1,37.2611232,127.0119515
버드내,경기도 수원시 권선구 권선로564번길 36(세류동),N,07:00~21:00,1,0,37.2611232,127.0119515
백로,경기도 수원시 팔달구 화서동 436-1,Y,00:00~00:00,1,1,37.2781601,126.9887925
배다리,경기도 수원시 권선구 산업로156번길(고색동),N,00:00~00:00,1,1,37.2393365,126.9847665
방죽,경기도 수원시 영통구 덕영대로1484번길 10-25(망포2동),Y,00:00~00:00,1,1,37.2442635,127.0518566
밤밭노인복지관 지하1층,경기도 수원시 장안구 상률로 53(율전동),N,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 지하1층,경기도 수원시 장안구 상률로 53(율전동),Y,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 3층,경기도 수원시 장안구 상률로 53(율전동),Y,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 3층,경기도 수원시 장안구 상률로 53(율전동),Y,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 2층,경기도 수원시 장안구 상률로 53(율전동),Y,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 2층,경기도 수원시 장안구 상률로 53(율전동),N,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 1층,경기도 수원시 장안구 상률로 53(율전동),N,09:00~18:00,1,1,37.3067388,126.9721291
밤밭노인복지관 1층,경기도 수원시 장안구 상률로 53(율전동),N,09:00~18:00,1,1,37.3067388,126.9721291
밤밭,경기도 수원시 장안구 하률로30번길 50(정자3동),Y,00:00~00:00,1,0,37.300705,126.9754278
반딧불이,경기도 수원시 장안구 광교산로172(하광교동),Y,00:00~00:00,1,1,37.3024034,127.0322219
반달,경기도 수원시 팔달구 장다리로219번길 16(인계동),N,00:00~00:00,1,1,37.2697504,127.0252141
바른샘도서관 1층 화장실,경기도 수원시 영통구 매봉로 10(매탄2동),Y,09:00~18:00(매주 월요일 휴관),1,0,37.2688292,127.0524309
바람개비,경기도 수원시 권선구 매송고색로 594(고색동),Y,09:00-21:00,1,1,37.2466136,126.9704774
미술관옆,경기도 수원시 팔달구 신풍로 14(신풍동),N,00:00~00:00,1,1,37.283058,127.0150398
물빛찬,경기도 수원시 권선구 금곡로 190(금곡동),N,00:00~00:00,1,1,37.273166,126.9515809
물레방아,경기도 수원시 권선구 오목천로 96(고색동),Y,00:00~00:00,1,1,37.241042,126.9737563
문화,경기도 수원시 팔달구 권중로50번길 5(권선동),N,00:00~00:00,1,1,37.25304879999999,127.0308267
무지개,경기도 수원시 장안구 수성로340번길 30,Y,00:00~00:00,1,0,37.291158,127.0098188
맹꽁이,경기도 수원시 장안구 정자동 295-2,N,00:00~00:00,1,1,37.30113040000001,126.9973969
맷돌,경기도 수원시 권선구 칠보로88번길 222(호매실동),Y,07:00~21:00,1,0,37.2616967,126.9391253
매화,경기도 수원시 권선구 금곡동 1148,Y,00:00~00:00,6,6,37.2693307,126.9498445
매탄지구대,경기도 수원시 팔달구 동수원로 403(인계동),N,00:00~00:00,1,1,37.2651598,127.0399537
매탄권선역 화장실,경기도 수원시 영통구 권선로 841 지하(매탄동),Y,20시간,1,1,37.2528695,127.0405632
매탄4동행정복지센터,경기도 수원시 영통구 산남로 26-4(매탄동),Y,평일 09:00~18:00,1,2,37.2651019,127.0487112
매탄3동행정복지센터,경기도 수원시 영통구 동탄원천로881번길 76(매탄동),Y,평일 09:00~18:00,1,0,37.2564012,127.0430476
매탄2동행정복지센터,경기도 수원시 영통구 매영로39번길 21(매탄동),Y,평일 09:00~18:00,1,1,37.2701663,127.0474252
매탄1동행정복지센터,경기도 수원시 영통구 인계로189번길 119(매탄동),N,평일 09:00~18:00,1,1,37.2705246,127.0405176
매탄(매여울공원),경기도 수원시 영통구 동탄원천로915번길 36(매탄동),Y,00:00~00:00,1,1,37.2569471,127.0448232
매여울도서관,경기도 수원시 영통구 효원로 415(매탄동),Y,"평일 07:00 - 23:00, 주말 07:00 - 21:00",4,4,37.2592055,127.0465968
매교역 화장실,경기도 수원시 효원로 지하126(매교동),Y,20시간,1,1,37.2684228,127.0147234
매교동행정복지센터,경기도 수원시 팔달구 정조로715번길 17(매교동),N,평일 09:00~18:00,1,1,37.2710182,127.0164544
망포글빛도서관,경기도 수원시 영통구 동탄지성로 549-15(망포동),Y,"평일 07:00 - 23:00, 주말 07:00 - 21:00",2,2,37.2399402,127.0451152
망포2동행정복지센터,경기도 수원시 영통구 태장로54번길 10(망포동),N,평일 09:00~18:00,1,1,37.238809,127.0516471
망포,경기도 수원시 영통구 망포동 358-5,Y,00:00~00:00,1,1,37.2424673,127.0576983
만석공원,경기도 수원시 장안구 정조로1087(송죽동),Y,00:00~00:00,1,1,37.2969737,127.0074309
마중생태,경기도 수원시 권선구 정조로 330(곡반정동),Y,00:00~00:00,1,1,37.2308926,127.0271678
마중광장,경기도 수원시 권선구 정조로 330(권선동),Y,00:00~00:00,1,1,37.2394218,127.0172149
동진세미켐,"경기도 화성시 양감면 작은돌래길 35 (요당리, (주)동진쎄미켐)",N,24시간,1,1,37.0734346,126.9099639
향남읍사무소,경기도 화성시 향남읍 발안로 89,N,11시간,1,1,37.1321845,126.9204283
화성향남LPG충전소,경기도 화성시 향남읍 향남로 272 (방축리),N,11시간,1,1,37.1196265,126.9214284
한울유스센터,경기도 화성시 남양읍 고향의봄길 99-32 (활초리),N,11시간,1,1,37.1854936,126.8361063
남양우체국,"경기도 화성시 남양읍 남양시장로 53 (남양리, 경기남양우체국)",N,11시간,1,1,37.20902,126.8153287
남양농협하나로마트,"경기도 화성시 남양읍 남양시장로 58-6 (남양리, 남양농협하나로마트)",N,11시간,1,1,37.2084737,126.8151763
모두누림센터 1층,"경기도 화성시 남양읍 시청로 155 (남양리, 화성서부복합문화센터)",N,11시간,1,1,37.1911698,126.8225561
화성시청 민원동,"경기도 화성시 남양읍 시청로 159 (남양리, 화성시청)",N,11시간,1,1,37.199408,126.8316951
화성시청 의회동,"경기도 화성시 남양읍 시청로 159 (남양리, 화성시청)",N,11시간,1,1,37.199408,126.8316951
태안도서관3층,"경기도 화성시 화산중앙로 19 (안녕동, 태안도서관)",N,16시간,1,1,37.2058972,127.0138878
태안도서관2층,"경기도 화성시 화산중앙로 19 (안녕동, 태안도서관)",N,16시간,1,1,37.2058972,127.0138878
병점우체국,경기도 화성시 떡전골로 98,N,17시간,1,1,37.2072771,127.0341025
동탄SR GOLD PLAZA,"경기도 화성시 동탄지성로 11 (반송동, 동탄SR GOLD PLAZA)",N,20시간,1,1,37.2094871,127.063683
이원타워,경기도 화성시 봉담읍 동화길 85 (동화리),N,20시간,1,1,37.2169375,126.95833
향남환승터미널,경기도 화성시 향남읍 향남로 424 (행정리),N,20시간,1,1,37.1295215,126.9148242
화성시 동부출장소,경기도 화성시 병점3로 23(진안동),N,9시간,1,0,37.2087157,127.0358949
화성시추모공원,경기도 화성시 비봉면 주석로 545,N,9시간,1,1,37.1993969,126.881113
화성시아르딤복지관,경기도 화성시 향남읍 도이1길 104,N,9시간,15,24,37.1364995,126.9207021
동탄복합문화센터도서관 2층 종합자료실 내,경기도 화성시 노작로 134 (반송동),N,11시간,1,1,37.2000798,127.0774226
화성우체국,"경기도 화성시 노작로 240 (석우동, 화성우체국)",N,11시간,1,1,37.207602,127.0780938
인곡1저류지,경기도 화성시 능동 1106,N,11시간,1,1,37.2141284,127.0541306
동탄8동 행정복지센터 3층,경기도 화성시 동탄대로 87(장지동),N,11시간,1,1,37.1623177,127.1053527
동탄8동 행정복지센터 2층,경기도 화성시 동탄대로 87(장지동),N,11시간,1,1,37.1623177,127.1053527
동탄8동 행정복지센터 1층,경기도 화성시 동탄대로 87(장지동),N,11시간,1,1,37.1623177,127.1053527
동탄2 크린에너지센터 실내체육시설,경기도 화성시 동탄대로9길 76 (송동),N,11시간,1,1,37.1752517,127.0971789
제일프라자,"경기도 화성시 동탄반석로 120 (반송동, 제일프라자)",N,11시간,1,1,37.1996041,127.071644
동탄1동주민센터 3층,"경기도 화성시 동탄반석로 195 (반송동, 동탄1동주민센터)",N,11시간,1,1,37.2064415,127.0719149
동탄1동주민센터 2층,"경기도 화성시 동탄반석로 195 (반송동, 동탄1동주민센터)",N,11시간,1,1,37.2064415,127.0719149
동탄1동주민센터 1층,"경기도 화성시 동탄반석로 195 (반송동, 동탄1동주민센터)",N,11시간,1,1,37.2064415,127.0719149
아인슈타인프라자,"경기도 화성시 동탄반석로 208 (반송동, 아인슈타인프라자)",N,11시간,1,1,37.2070365,127.0730623
남양2 체육공원,경기도 화성시 남양읍 시청로 45번길 95,N,24시간,1,1,37.2111844,126.8272441
홍난파 생가,경기도 화성시 남양읍 홍난파길 34,N,24시간,1,0,37.1791574,126.8341638
동탄2동주민센터 1층,"경기도 화성시 동탄반석로 87 (반송동, 동탄2동주민센터)",N,11시간,1,1,37.196775,127.0727505
개나리공원,경기도 화성시 동탄반송3길 51 (반송동),N,11시간,1,1,37.2104604,127.0662411
동탄성모빌딩,"경기도 화성시 동탄솔빛로 57 (반송동, 삼성미즈빌딩)",N,11시간,1,1,37.1940744,127.0735557
가희프라자2,"경기도 화성시 동탄솔빛로 64 (반송동, 가희프라자2)",N,11시간,1,1,37.1941653,127.074665
성우프라자,"경기도 화성시 동탄솔빛로 67 (반송동, 성우프라자)",N,11시간,1,1,37.1948041,127.0743317
계림개발,"경기도 화성시 동탄솔빛로 68 (반송동, 계림개발)",N,11시간,1,1,37.1944846,127.0749871
다원이음터 1층,"경기도 화성시 동탄순환대로 754-14 (영천동, 다원이음터)",N,11시간,1,1,37.2105302,127.104617
화성종합경기타운(주경기장),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화성종합경기타운(주경기장),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
용주사,경기도 화성시 용주로 135-6 (송산동),N,24시간,1,1,37.210077,127.0046787
매향2항 공중화장실,경기도 화성시 우정읍 궁평항로 400 (매향리),N,24시간,1,1,37.07307120000001,126.7321891
화성드림파크 여성구장,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 리틀구장 잔디광장,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 주니어구장 잔디광장,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 농가레스토랑 외부,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 시설관리동 내,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 시설관리동 앞,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 메인리틀동 외부화장실,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 메인리틀동 2층,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 메인리틀동 1층,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 운영관리동 3층,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
화성드림파크 운영관리동 2층,경기도 화성시 우정읍 기아자동차로 189 (매향리),N,24시간,1,1,37.0462038,126.758972
동탄V프라자,"경기도 화성시 동탄원천로 338-7 (능동, 동탄V프라자)",N,11시간,1,1,37.2172828,127.0588492
동탄3동주민센터,"경기도 화성시 동탄지성로 151 (능동, 동탄3동주민센터)",N,11시간,1,1,37.2099409,127.0586661
동탄3동주민센터 1층,"경기도 화성시 동탄지성로 151 (능동, 동탄3동주민센터)",N,11시간,1,1,37.2099409,127.0586661
동탄복합문화센터도서관 1층 로비,경기도 화성시 노작로 134 (반송동),N,24시간,1,1,37.2000798,127.0774226
동탄청소년문화의집 2층,경기도 화성시 동탄공원로1길 26-23 (반송동),N,24시간,1,1,37.204013,127.0636029
동탄중앙이음터 2층,"경기도 화성시 동탄대로시범길 115 (청계동, 동탄중앙이음터)",N,24시간,1,1,37.1987111,127.1106577
동탄중앙어울림센터 (동탄중앙어울림센터2층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄중앙어울림센터 (동탄4동 주민센터 2층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄중앙어울림센터 (동탄어울림사회복지관 3층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄중앙어울림센터 (동탄어울림사회복지관 2층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄중앙어울림센터 (동탄어울림사회복지관 1층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄중앙어울림센터 (동탄중앙어울림센터 수영장 1층),"경기도 화성시 동탄대로시범길 133 (청계동, 동탄중앙어울림센터, 동탄4동 행정복지센터)",N,24시간,1,1,37.2000803,127.1121423
동탄목동이음터 5층,경기도 화성시 동탄순환대로 20길 6,N,24시간,1,1,37.1895483,127.1244879
동탄목동이음터 4층,경기도 화성시 동탄순환대로 20길 6,N,24시간,1,1,37.1895483,127.1244879
화성현대요양병원,"경기도 화성시 우정읍 남양만로 662 (이화리, 이화병원)",N,24시간,1,1,37.0426137,126.8000991
화성종합경기타운(실내체육관),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화성종합경기타운(실내체육관),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화성종합경기타운(실내체육관),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화성종합경기타운(실내체육관),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화성종합경기타운(옥외),"경기도 화성시 향남읍 향남로 470 (도이리, 화성종합경기타운)",N,11시간,1,1,37.1388481,126.9303869
화산동주민센터,"경기도 화성시 화산중앙로 16 (안녕동, 화산동주민센터)",N,11시간,1,1,37.2054406,127.0142539
화산동주민센터,"경기도 화성시 화산중앙로 16 (안녕동, 화산동주민센터)",N,11시간,1,1,37.2054406,127.0142539
태안도서관1층,"경기도 화성시 화산중앙로 19 (안녕동, 태안도서관)",N,11시간,1,1,37.2058972,127.0138878
메인프라자 2,"경기도 화성시 효행로 1051 (진안동, 메인프라자)",N,11시간,1,1,37.2137397,127.0425878
메인프라자 1,"경기도 화성시 효행로 1051 (진안동, 메인프라자)",N,11시간,1,1,37.2137397,127.0425878
화성 함백산추모공원(화장장),경기도 화성시 매송면 서해로 2448-32,N,12시간,2,2,37.2689749,126.9113129
태성빌딩,경기도 화성시 병점2로 45 (병점동),N,12시간,1,1,37.2070402,127.0415103
동탄목동이음터 3층,경기도 화성시 동탄순환대로 20길 6,N,24시간,1,1,37.1895483,127.1244879
동탄목동이음터 2층,경기도 화성시 동탄순환대로 20길 6,N,24시간,1,1,37.1895483,127.1244879
동탄목동이음터 1층,경기도 화성시 동탄순환대로 20길 6,N,24시간,1,1,37.1895483,127.1244879
서연이음터 5층,경기도 화성시 동탄순환대로8길 57,N,24시간,1,1,37.1608015,127.1100978
서연이음터 4층,경기도 화성시 동탄순환대로8길 57,N,24시간,1,1,37.1608015,127.1100978
서연이음터 3층,경기도 화성시 동탄순환대로8길 57,N,24시간,1,1,37.1608015,127.1100978
서연이음터 2층,경기도 화성시 동탄순환대로8길 57,N,24시간,1,1,37.1608015,127.1100978
서연이음터 1층,경기도 화성시 동탄순환대로8길 57,N,24시간,1,1,37.1608015,127.1100978
다은공영주차장,경기도 화성시 동탄중심상가1길21,N,24시간,1,0,37.2008109,127.0719388
한빛공영주차장,경기도 화성시 동탄중심상가2길21,N,24시간,1,0,37.2061446,127.0731674
벌말체육공원,경기도 화성시 떡전골로 25,N,11시간,1,1,37.201404,127.0374583
마도보건지소,"경기도 화성시 마도면 마도북로 389 (석교리, 마도면사무소)",N,11시간,1,1,37.2049822,126.7702991
