화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female
구리전통시장 공영주차장,경기도 구리시 검배로6번길 31,Y,17시간,1,1
토평도서관,경기도 구리시 장자대로 140,N,08:00~23:00,2,2
구리시종합사회복지관,경기도 구리시 벌말로129번길 50,N,09-18시,2,3
구리시보건소,경기도 구리시 건원대로 34번길 84,N,09:00~18:00,1,1
구리시청소년수련관,경기도 구리시 건원대로34번길 32-10,N,09:00~18:00,2,2
멀티스포츠센터,경기도 구리시 체육관로 137-25,Y,(평일)06:00~24:00+(주말)09:00~24:00,4,4
구리왕숙체육공원(실내),경기도 경기도 구리시 왕숙천로 701,N,24시간,1,1
구리시체육관,경기도 구리시 체육관로 131,N,09:00~18:00,2,2
관악산입구,경기도 과천시 관악산길 160,Y,00:00~24:00,1,0
중앙공원,경기도 과천시 도서관길 36,Y,00:00~24:00,2,2
야생화단지,경기도 과천시 밤나무길 100,Y,07:30~20:30,2,1
과천시가족센터,경기도 과천시 관악산길 58,Y,09:00~18:00,1,1
가족여성플라자,경기도 과천시 별양로 182,Y,09:00~18:00,1,2
6단지 자이상가(2동3동),경기도 과천시 별양로 142,Y,00:00~24:00,4,4
KT과천스마트타워,경기도 과천시 새술막길 39,Y,00:00~24:00,1,1
가보자빌딩,경기도 과천시 중앙로 137,Y,00:00~24:00,1,1
골든타워,경기도 과천시 별양상가1로 30,Y,00:00~24:00,1,1
과천엘피지충전소,경기도 과천시 중앙로 526,Y,06:00~24:00,0,1
과천위버필드상가(1동2동3동),경기도 과천시 별양로 39,Y,00:00~24:00,5,5
소요산 화장실(주자장 입구),경기도 동두천시 평화로2910번길 65,Y,연중무휴,1,1
종합운동장 화장실(보조구장),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
종합운동장 화장실(주경기장_북측1F),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
종합운동장 화장실(주경기장_약수),경기도 동두천시 어등로 45,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
중앙동행정복지센터 화장실(1F),경기도 동두천시 생연로 172,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
중앙동행정복지센터 화장실(2F),경기도 동두천시 생연로 172,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
중앙파출소 화장실,경기도 동두천시 중앙로 393,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
청소년수련관 화장실(3F),경기도 동두천시 지행로 95,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
불현동 행정복지센터 화장실(3F),경기도 동두천시 행선로 123,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
붕손빌딩(로젠요양병원) 화장실,경기도 동두천시 삼육사로 1012,N,연중무휴,1,1
상패동 행정복지센터 화장실(1F),경기도 동두천시 어수로 8,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
생연1동 행정복지센터 화장실(1F),경기도 동두천시 장고갯로 140,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
생연2동 행정복지센터(1층),경기도 동두천시 생연로 95,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
성결교회 화장실(1F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,1
성결교회 화장실(2F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0
성결교회 화장실(3F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
성결교회 화장실(4F),경기도 동두천시 강변서로 433,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0
소요119안전센터 화장실,경기도 동두천시 평화로2910번길 65,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,1
소요산 화장실(관리사무소),경기도 동두천시 평화로2910번길 140,N,연중무휴,1,1
소요산 화장실(다목적광장),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1
소요산 화장실(일주문),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1
소요산 화장실(중앙),경기도 동두천시 평화로2910번길 140,Y,연중무휴,1,1
소요산축산물브랜드육타운 화장실 1F,경기도 동두천시 평화로2910번길 30,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
소요산축산물브랜드육타운 화장실 2F,경기도 동두천시 평화로2910번길 30,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
소요생활체육공원(축구장),경기도 동두천시 봉동로 27,N,연중무휴,1,1
송내파출소 화장실,경기도 동두천시 중앙로 157,N,(평일)08:00~18:00+(주말)08:00~18:00+(공휴일)08:00~18:00,1,0
국사편찬위원회,경기도 과천시 교육원로 86,N,09:00~18:00,1,3
과천소방서,경기도 과천시 통영로 12,N,09:00~18:00,0,1
수자원공사수도권통합운영센터,경기도 과천시 교육원로 11,Y,'(평일) 09:00~18:00+(주말)미개방,1,1
국립과천과학관,경기도 과천시 상하벌로 110,Y,09:00~18:00,18,15
정부과천종합청사 고객안내센터,경기도 과천시 관문로 47,N,09:00~18:00,1,1
영스포렉스빌딩 화장실(1F),경기도 동두천시 중앙로 125,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
35호어린이공원 화장실,경기도 동두천치 평화로2229번길 36,Y,00:00~00:00,1,1
동두천중앙역 공중화장실,경기도 동두천시 생연동 683-49,N,연중무휴,1,1
광암동 화장실,경기도 동두천시 광암로17번길 2,N,연중무휴,1,1
KT동두천지점 화장실,경기도 동두천시 중앙로 260,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
국립현대미술관,경기도 과천시 광명로 313,N,00:00~24:00,5,4
정부과천청사역,경기도 과천시 중앙로 100,Y,04:30-01:00,1,1
과천역,경기도 과천시 별양로 177,Y,05:00-24:00,1,1
대공원역,경기도 과천시 대공원대로 지하 50,Y,00:00~24:00,1,1
경마공원역,경기도 과천시 경마공원대로 105,Y,05:00-24:00,1,1
선바위역,경기도 과천시 중앙로 지하 440,Y,04:00~24:00,1,1
중앙선거관리위원회,경기도 과천시 홍촌말로 44,Y,09:00~18:00,1,1
경기과천교육도서관,경기도 과천시 도서관길 36,N,09:00~18:00,0,1
서울랜드,경기도 과천시 광명로 181,N,10:00~20:30(운영상황에 따라 변동),4,4
서울대공원,경기도 과천시 대공원광장로 102,Y,09:00~18:00,11,11
과천경찰서,경기도 과천시 통영로 20,Y,00:00~24:00,1,1
과천시민회관,경기도 과천시 통영로 5,N,(평일)04:30-00:30+(토일)04:30-00:00,0,2
관문실내체육관,경기도 과천시 중앙로 294,Y,06:00～23:00,1,1
관문체육공원,경기도 과천시 중앙로 294,Y,06:00～23:00,0,2
청소년수련관,경기도 과천시 참마을로 9,Y,06:00～22:00,2,2
과천동행정복지센터,경기도 과천시 과천대로 608-17,Y,09:00~18:00,1,1
과천동회관,경기도 과천시 과천대로 608-7,Y,09:00~18:00,1,1
원문동행정복지센터,경기도 과천시 중앙로 28,Y,09:00~18:00,2,1
원문동문화교육센터,경기도 과천시 중앙로 28-1,Y,09:00~18:00,1,0
과천시청,경기도 과천시 관문로 69,Y,09:00~18:00,1,1
과천시보건소,경기도 과천시 관문로 69,Y,09:00~18:00,0,1
부림동회관,경기도 과천시 별양로 174,Y,09:00~18:00,0,1
별양동주민센터,경기도 과천시 별양로 60,Y,(평일)09:00~18:00,1,1
문원동주민센터,경기도 과천시 아랫배랭이로 35,Y,(평일)09:00~18:00,1,1
동두천경찰서 화장실,경기도 동두천시 상패로 89,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
동두천국민체육센터 화장실(2F),경기도 동두천시 천보산로 688,N,(평일)09:00~22:00+(주말)09:00~22:00+(공휴일)09:00~22:00,1,1
동두천국민체육센터 화장실(야구장),경기도 동두천시 천보산로 688,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
동두천성당 화장실,경기도 동두천시 동광로 64,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,1
동두천시 시립도서관 화장실,경기도 동두천시 상패로 60,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0
동두천시청 화장실(본관_3F),경기도 동두천시 방죽로 23,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
동두천시청 화장실(제1별관_1F),경기도 동두천시 방죽로 23,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
동두천시청 화장실(제1별관_2F),경기도 동두천시 방죽로 23,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
동두천우체국 화장실(1F),경기도 동두천시 평화로 2518,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
중앙동회관,경기도 과천시 향교말길 39,Y,09:00~17:00,2,1
과천시장애인복지관,경기도 과천시 문원로40(문원동),Y,"'(평일,토)'08:00~20:00",18,12
과천시노인복지관,경기도 과천시 문원로 57,Y,09:00~18:00,2,2
맑은물사업소,경기도 과천시 중앙로 59-92,Y,'06:00~21:00,1,1
문원도서관,경기도 과천시 문원로 104,Y,(평일)09:00~24:00+(주말)09:00~24:00,1,1
중앙동주민센터,경기도 과천시 중앙동 관문로 136,Y,09:00~18:00,0,1
동두천우체국 화장실(3F),경기도 동두천시 평화로 2518,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,0,2
동두천제일요양병원 화장실,경기도 동두천시 광암로 7,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
한미문화의광장 화장실,경기도 동두천시 상패로 210-27,Y,연중무휴,1,0
강변근린공원 화장실,경기도 동두천시 강변로 156,Y,00:00~00:00,0,1
꿈나무근린공원 화장실,경기도 동두천시 지행로 38,Y,00:00~00:00,1,1
동두천국민체육센터 화장실(1F),경기도 동두천시 천보산로 688,Y,(평일)09:00~22:00+(주말)09:00~22:00+(공휴일)09:00~22:00,1,1
동두천노인복지요양센터 화장실,경기도 동두천시 상패로 85,Y,연중무휴,1,1
동두천노인전문병원 화장실(1F),경기도 동두천시 탑신로 536,Y,09:00~18:00,1,1
동두천노인전문병원 화장실(2F),경기도 동두천시 탑신로 536,Y,09:00~18:00,2,2
동두천시 평생교육원 화장실(1F),경기도 동두천시 중앙로 110-18,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
동두천시 평생교육원 화장실(2F),경기도 동두천시 중앙로 110-18,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
동두천시 평생교육원 화장실(3F),경기도 동두천시 중앙로 110-18,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
동두천양주교육지원청 화장실(1F),경기도 동두천시 중앙로 110-32,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
동두천양주교육지원청 화장실(2F),경기도 동두천시 중앙로 110-32,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
동두천양주교육지원청 화장실(3F),경기도 동두천시 중앙로 110-32,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
동두천역 화장실,경기도 동두천시 평화로 2687,Y,(평일)05:30~24:00+(주말)05:30~24:00+(공휴일)05:30~24:00,1,1
동두천중앙역 화장실,경기도 동두천시 동두천로 228,Y,(평일)05:00~24:00+(주말)05:00~24:00+(공휴일)05:00~24:00,1,1
로하스요양병원 화장실,경기도 동두천시 평화로2169번길 24,Y,09:00~18:00,1,1
보산역 화장실,경기도 동두천시 평화로 2539,Y,(평일)05:30~24:00+(주말)05:30~24:00+(공휴일)05:30~24:00,1,1
서울요양병원 화장실(본관),경기도 동두천시 천보산로 504,Y,09:00~18:00,3,3
소요동 행정복지센터 화장실(1F),경기도 동두천시 평화로 2706,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
소요동 행정복지센터 화장실(2F),경기도 동두천시 평화로 2706,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
소요동 행정복지센터 화장실(3F),경기도 동두천시 평화로 2706,Y,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
소요산역 화장실,경기도 동두천시 평화로 2925,Y,(평일)05:30~23:00+(주말)05:30~23:00+(공휴일)05:30~23:00,1,1
수변근린공원 화장실,경기도 동두천시 상패로 154,Y,00:00~00:00,1,1
시민근린공원 화장실,경기도 동두천시 중앙로 141 (지행동),Y,00:00~00:00,1,1
어린이박물관 공중화장실,경기도 동두천시 평화로2910번길 46,Y,임시폐쇄,3,3
어울림근린공원 화장실,경기도 동두천시 중앙로 183 (생연동),Y,00:00~00:00,1,1
외국인관광특구 화장실,경기도 동두천시 상패로 210-27,Y,연중무휴,1,1
우리들요양병원 화장실(3F),경기도 동두천시 삼육사로 747,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
장애인종합복지관 화장실,경기도 동두천시 상패로 64,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
지행역 화장실(남부),경기도 동두천시 평화로 2285,Y,(평일)05:30~24:00+(주말)05:30~24:00+(공휴일)05:30~24:00,1,1
청소년수련관 화장실(1F),경기도 동두천시 지행로 95,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
청소년수련관 화장실(2F),경기도 동두천시 지행로 95,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
청소년수련관 화장실(B1),경기도 동두천시 지행로 95,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,1
탑동공중화장실,"경기도 동두천시 탑신로 315, 탑동 공중화장실 (탑동동)",Y,연중무휴,0,1
힐링탑 요양병원,경기도 동두천시 강변로 422,Y,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,0
동성빌딩,경기도 과천시 새술막길 36,Y,00:00~24:00,2,1
래미안슈르(CD),경기도 과천시 별양로 12,Y,00:00~24:00,0,2
렉스타운,경기도 과쳔시 별양상가1로 25,Y,00:00~24:00,1,1
백두상가,경기도 과천시 별양상가1로38,Y,06:00~25:00,1,1
벽산상가,경기도 과천시 별양상가로 7,Y,00:00~24:00,1,1
새서울프라자,경기도 과천시 별양상가2로 20,Y,"'(평일)10:00-20:00+미개방(1,3,5일요일)",1,1
유니온빌딩,경기도 과천시 별양상가3로 5(별양동),Y,B1(00:00~24:00)+1층(07:00~20:00),1,1
제일상가,경기도 과천시 별양상가1로 31,Y,00:00~24:00,1,1
중앙빌딩,경기도 과천시 새술막길 38,Y,00:00~24:00,1,0
현대빌딩,경기도 과천시 중앙로 131,Y,06:00~24:00,1,1
캠프보산 화장실,경기도 동두천시 강변로 506-13 (생연동),N,연중무휴,1,0
동성교회 화장실,경기도 동두천시 상패로 25,N,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,1,2
동성주유소 화장실,경기도 동두천시 강변로 858,N,(평일)06:30~22:00+(주말)06:30~22:00+(공후일)06:30~22:00,1,0
롯데마트 화장실(1F),경기도 동두천시 평화로2169번길 21,N,(평일)09:00~23:00+(주말)09:00~23:00+(공휴일)09:00~23:00,1,1
보건소 화장실(1F),경기도 동두천시 중앙로 167,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,1
보건소 화장실(2F),경기도 동두천시 중앙로 167,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,0,1
보건소 화장실(3F),경기도 동두천시 중앙로 167,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
보산동행정복지센터 화장실(1F),경기도 동두천시 싸리말로 28,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,0,1
보산동행정복지센터 화장실(2F),경기도 동두천시 싸리말로 28,N,(평일)09:00~18:00+(주말)이용불가+(공휴일)이용불가,1,0
